SORT;THEMA;Variabele;Label;Definitie;Bron;Peildatum;Verschijningsfrequentie
2221;Veiligheid;Vvolume_i;High Volume Crime index;"High Volume delicten zijn veelvoorkomende delicten die het slachtoffer in mindere mate persoonlijk raken. De index geeft weer in welke mate de volgende delicten plaatsvinden volgens politiecijfers en slachtofferschapgegevens uit de enquête Veiligheidsmonitor: inbraak uit een box/garage/schuur/tuinhuis, diefstal vanaf/uit motorvoertuigen, diefstal van voertuigen, overige vermogensdelicten, diefstal/inbraak bij bedrijven en instellingen, winkeldiefstallen en zakkenrollerij.. De waarde 100 staat voor de gemiddelde aanwezigheid van High Volume Criminaliteit in de politieregio Amsterdam-Amstelland in 2014. Hoe lager de score, hoe minder HVC. 

De cijfers op buurtcombinatieniveau zijn gebaseerd op de buurtindeling van de veiligheidsindex. Verschillen tussen beide indelingen zijn buiten beschouwing gelaten.";OOV/ OIS;jaarcijfer;1 keer per jaar
2231;Veiligheid;Vimpact_i;High Impact Crime index;"Een delict dat het slachtoffer persoonlijk raakt, zoals geweld, is een High Impact delict. De index geeft weer in welke mate de volgende delicten plaatsvinden volgens politiecijfers en slachtofferschapgegevens uit de enquête Veiligheidsmonitor: zedenmisdrijven, moord/doodslag, bedreiging, mishandeling/openlijk geweld, straatroof, overvallen en diefstal/inbraak woning. De waarde 100 staat voor de gemiddelde aanwezigheid van High Impact Criminaliteit in de politieregio Amsterdam-Amstelland in 2014. Hoe lager de score, hoe minder HIC. 

De cijfers op buurtcombinatieniveau zijn gebaseerd op de buurtindeling van de veiligheidsindex. Verschillen tussen beide indelingen zijn buiten beschouwing gelaten.";OOV/ OIS;jaarcijfer;1 keer per jaar
2241;Veiligheid;Voverlast_i;Overlastindex;"De Overlastindex beschrijft de aanwezigheid van bedoelde of onbedoelde gedragingen die gericht zijn tegen personen dan wel objecten of goederen (in de openbare ruimte) die niet altijd strafbaar zijn (bijvoorbeeld rondhangende jongeren, zwerfvuil, baldadigheid, graffiti of vandalisme), maar die wel als hinderlijk worden ervaren en daarmee de sociale veiligheid aantasten in een buurt. De index is gebaseerd op politiecijfers en enquêtegegevens. De waarde 100 staat voor de gemiddelde aanwezigheid van overlast in de politieregio Amsterdam-Amstelland in 2014. Hoe lager de score, hoe minder overlast.

De cijfers op buurtcombinatieniveau zijn gebaseerd op de buurtindeling van de veiligheidsindex. Verschillen tussen beide indelingen zijn buiten beschouwing gelaten.";OOV/ OIS;jaarcijfer;1 keer per jaar
2251;Veiligheid;Vverloed_i;Verloederingsindex;"De Verloederingsindex beschrijft de aanwezigheid van bedoelde of onbedoelde gedragingen die gericht zijn tegen objecten of goederen in de openbare ruimte die niet altijd strafbaar zijn (bijvoorbeeld zwerfvuil, graffiti of vandalisme), maar die wel als hinderlijk worden ervaren en daarmee de sociale veiligheid aantasten in een buurt. De index is gebaseerd op politiecijfers en enquêtegegevens. De waarde 100 staat voor de gemiddelde aanwezigheid van verloedering in de politieregio Amsterdam-Amstelland in 2014. Hoe lager de score, hoe minder verloedering.

De cijfers op buurtcombinatieniveau zijn gebaseerd op de buurtindeling van de veiligheidsindex. Verschillen tussen beide indelingen zijn buiten beschouwing gelaten.";OOV/ OIS;jaarcijfer;1 keer per jaar
2261;Veiligheid;Vpersonovl_i;Personenoverlastindex;"De Overlastindex beschrijft de aanwezigheid van bedoelde of onbedoelde gedragingen die gericht zijn tegen personen die niet altijd strafbaar zijn (bijvoorbeeld rondhangende jongeren,  baldadigheid, maar die wel als hinderlijk worden ervaren en daarmee de sociale veiligheid aantasten in een buurt. De index is gebaseerd op politiecijfers en enquêtegegevens. De waarde 100 staat voor de gemiddelde aanwezigheid van personenoverlast in de politieregio Amsterdam-Amstelland in 2014. Hoe lager de score, hoe minder personenoverlast.

De cijfers op buurtcombinatieniveau zijn gebaseerd op de buurtindeling van de veiligheidsindex. Verschillen tussen beide indelingen zijn buiten beschouwing gelaten.";OOV/ OIS;jaarcijfer;1 keer per jaar
2271;Veiligheid;Vbeleving_i;Onveiligheidsbelevingsindex;"De Onveiligheidsbelevingsindex is opgebouwd uit drie elementen: risicoperceptie, onveiligheidsbeleving en vermijdingsgedrag. Risicoperceptie is de inschatting van de kans op slachtofferschap van criminaliteit en overlast. De veiligheidsgevoelens brengen in kaart of en hoe vaak men zich onveilig of angstig voor criminaliteit voelt. Risicoperceptie is daarmee de cognitieve component, veiligheidsbeleving de affectieve component en vermijding (van bepaald gedrag of plekken) de zogenaamde conatieve component; gedrag als gevolg van een mindere veiligheidsbeleving. De index is gebaseerd op de enquete Veiligheidsmonitor. De waarde 100 staat voor de gemiddelde onveiligheidsbeleving in de politieregio Amsterdam-Amstelland in 2014. Hoe lager de score, hoe minder onveiligheidsbeleving.

De cijfers op buurtcombinatieniveau zijn gebaseerd op de buurtindeling van de veiligheidsindex. Verschillen tussen beide indelingen zijn buiten beschouwing gelaten.";OOV/ OIS;jaarcijfer;1 keer per jaar
2281;Veiligheid;Vinbraak_i;Index Woninginbraken;"De Index Woninginbraken is gebaseerd op  de gerapporteerde slachtofferschappen van (poging tot) inbraak in de enquête Veiligheidsmonitor en het aantal misdrijven van woningbraak zoals geregistreerd door de politie. De waarde 100 staat voor het gemiddelde aantal woninginbraken per woning in de politieregio Amsterdam-Amstelland in 2014. Hoe lager de score, hoe minder woninginbraken.

De cijfers op buurtcombinatieniveau zijn gebaseerd op de buurtindeling van de Veiligheidsindex. Verschillen tussen beide indelingen zijn buiten beschouwing gelaten.";OOV/ OIS;jaarcijfer;1 keer per jaar
2291;Veiligheid;Vslacht_p;% Slachtofferschap;"Aandeel 15-plussers dat de afgelopen 12 maanden eens of vaker slachtoffer is geweest van vermogensdelicten , geweld of vandalisme. 

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2301;Veiligheid;Vslachtjong_p;% Slachtofferschap onder jongeren;"Aandeel 15 tot en met 25-jarigen dat de afgelopen 12 maanden eens of vaker slachtoffer is geweest van vermogensdelichten, geweld of vandalisme.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2311;Veiligheid;Vslachtverm_p;% Slachtofferschap vermogensdelicten;"Aandeel 15-plussers dat de afgelopen 12 maanden eens of vaker slachtoffer is geweest van vermogensdelicten: diefstal uit/vanaf auto, fietsendiefstal, diefstal van overige voertuigen, zakkenrollerij, overige diefstal en/of verkoopfraude.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2321;Veiligheid;Vslachtgew_p;% Slachtofferschap geweld;"Aandeel 15-plussers dat de afgelopen 12 maanden slachtoffer is geweest van geweld.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2331;Veiligheid;Vslachtvan_p;% Slachtofferschap vandalisme;"Aandeel 15-plussers dat de afgelopen 12 maanden slachtoffer is geweest van vandalisme.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2341;Veiligheid;Vslachtfiets_p;% Slachtofferschap fietsendiefstal;"Aandeel 15-plussers dat de afgelopen 12 maanden slachtoffer is geweest van fietsendiefstal.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2351;Veiligheid;Vveiligvoelen_p;% Onveiligheidsgevoel;"% Bewoners dat zich wel eens onveilig voelt in de eigen buurt.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2361;Veiligheid;Vveiligvoelen65_p;% Onveiligheidsgevoel 65+;"% Bewoners van 65 jaar en ouder dat zich wel eens onveilig voelt in de eigen buurt.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2371;Veiligheid;Vveiligdag_r;Veiligheidsgevoel overdag (rapportcijfer);"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe veilig voelt u zich overdag in uw buurt? (1=zeer onveilig, 10=zeer veilig).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ";Wonen in Amsterdam ;nvt;1 keer in de twee jaar in de oneven jaren
2381;Veiligheid;Vveiligavond_r;Veiligheidsgevoel 's avonds (rapportcijfer);"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe veilig voelt u zich 's avonds in uw buurt? (1=zeer onveilig, 10=zeer veilig).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ";Wonen in Amsterdam ;nvt;1 keer in de twee jaar in de oneven jaren
2391;Veiligheid;Vcriminaliteit_r;Overlast criminaliteit (rapportcijfer);"Kunt u met een rapportcijfer 1 t/m 10 aangeven in welke mate u overlast ondervindt van criminaliteit? (1= ernstige overlast, 10 =geen overlast).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.  ";Wonen in Amsterdam ;nvt;1 keer in de twee jaar in de oneven jaren
2401;Veiligheid;Vcrimitoe_p;% Criminaliteit toegenomen;"% Bewoners dat denkt dat de criminaliteit in de buurt de afgelopen 12 maanden is toegenomen.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2411;Veiligheid;Vcrimigelijk_p;% Criminaliteit gelijk ;% Bewoners dat denkt dat de criminaliteit in de buurt de afgelopen 12 maanden is gelijk gebleven.;Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2421;Veiligheid;Vcrimiaf_p;% Criminaliteit afgenomen;"% Bewoners dat denkt dat de criminaliteit in de buurt de afgelopen 12 maanden is afgenomen.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2431;Veiligheid;Ldrugsovl_p;% Drugsoverlast;"% Bewoners dat zegt zelf veel overlast te ervaren van drugsgebruik of drugshandel.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2441;Veiligheid;Ljongerenovl_p;% Veel jongerenoverlast;"Sinds 2014 luidt de vraag in de Monitor Leefbaarheid en Veiligheid over jongerenoverlast als volgt: In welke mate ervaart u zelf overlast van rondhangende jongeren? Het cijfer geeft aan hoeveel bewoners vinden dat ze veel overlast ervaren. 

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Veiligheidsmonitor;jaarcijfer;1 keer per jaar
2451;Veiligheid;Vjeugdige_p;% Jeugdige verdachten;"% Verdachten van criminaliteit onder de 12 tot en met 24-jarige bevolking. 

Er worden geen cijfers gepubliceerd over gebieden met minder dan 100 12 tot en met 24-jarigen.

De cijfers op wijkniveau zijn gebaseerd op de buurtindeling 2010. De grenswijzigingen van 1-1-2015 zijn buiten beschouwing gelaten, met uitzondering van Duivelseiland, dat is opgenomen in het Museumkwartier. ";Politieeenheid Amsterdam;jaarcijfer;1 keer per jaar
2461;Veiligheid;Vvolwassen_p;% Volwassen verdachten;"% Verdachten van criminaliteit onder de bevolking van 25 jaar of ouder.

Er worden geen cijfers gepubliceerd over gebieden met minder dan 100 25-plussers.

De cijfers op wijkniveau zijn gebaseerd op de buurtindeling 2010. De grenswijzigingen van 1-1-2015 zijn buiten beschouwing gelaten, met uitzondering van Duivelseiland, dat is opgenomen in het Museumkwartier. ";Politieeenheid Amsterdam;jaarcijfer;1  keer per jaar
2471;Veiligheid;Vhg_1000;Aangiften huiselijk geweld ;Aantal aangiften van huiselijk geweld per 1.000 inwoners.;Politie Amsterdam;jaarcijfer;1 keer per jaar
2481;Veiligheid;Vbrand;Binnenbranden;Het aantal binnenbranden in woningen. Binnenbranden zijn branden in een min of meer omsloten ruimte.  ;Brandweer Amsterdam-Amstelland;jaarcijfer;1 keer per jaar
2491;Veiligheid;Vbrand_p;Binnenbranden per 1.000 woningen;Het aantal binnenbranden in woningen per 1.000 woningen. Binnenbranden zijn branden in een min of meer omsloten ruimte.  ;Brandweer Amsterdam-Amstelland;jaarcijfer;1 keer per jaar
2501;Bedrijvigheid;BHVest;Totaal aantal vestigingen;"Een locatie van een door de Kamer van Koophandel geregistreerde onderneming, instelling of zelfstandige beroepsbeoefenaar, waarin of van waaruit een economische activiteit, andere (niet-economische) activiteit, of zelfstandig (vrij) beroep wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon. Het aantal vestigingen wordt bepaald op een peilddatum.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2511;Bedrijvigheid;Bhstart;Startende ondernemers;"Aantal gestarte ondernemingen in het voorgaande jaar dat per 1 januari van het peiljaar nog in bedrijf is. Een onderneming wordt door de kamer van koophandel als starter in een bepaald jaar gekwalificeerd als:
• het bedrijf niet al langer bestaat,
• het geen verhuizing betreft, 
• het geen filiaalbedrijf is,
• het aantal werkzame personen kleiner is dan 5
• het bedrijf aan het einde van het jaar nog bestaat. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2521;Bedrijvigheid;BHstart_p;% Startende ondernemers;"Aandeel startende ondernemers op het totaal aantal vestigingen .

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2541;Bedrijvigheid;BHZZP;ZZP;"Aantal Zelfstandigen zonder personeel, oftewel het aantal vestigingen met 1 werkzame persoon en de rechtsvorm eenmanszaak.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2551;Bedrijvigheid;BHZZP_p;% ZZP;"Aantal Zelfstandigen zonder personeel, oftewel het aantal vestigingen met 1 werkzame persoon en de rechtsvorm eenmanszaak, op het totaal aantal vestigingen.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2561;Bedrijvigheid;BHvest_0wp;Grootteklasse 0 wp;Aantal vestigingen zonder werkzame personen.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2571;Bedrijvigheid;BHvest_0ft;Grootteklasse 0 full timers;Aantal vestigingen met alleen werkzame personen die minder dan 12 uur per week werken.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2581;Bedrijvigheid;BHvest_1wp;Grootteklasse 1 wp;Aantal vestigingen met 1 werkzame persoon voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2591;Bedrijvigheid;BHvest_2tm4wp;Grootteklasse 2-4 wp;Aantal vestigingen met 2 tot en met 4 werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2601;Bedrijvigheid;BHvest_5tm9wp;Grootteklasse 5-9 wp;Aantal vestigingen met 5 tot en met 9 werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2611;Bedrijvigheid;Bhvest_10tm19wp;Grootteklasse 10-19 wp;Aantal vestigingen met 10 tot en met 19 werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2621;Bedrijvigheid;Bhvest_20tm49wp;Grootteklasse 20-49 wp;Aantal vestigingen met 20 tot en met 49 werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2631;Bedrijvigheid;BHvest_50tm99wp;Grootteklasse 50-99 wp;Aantal vestigingen met 50 tot en met 99 werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2641;Bedrijvigheid;BHvest_100tm199wp;Grootteklasse 100-199 wp;Aantal vestigingen met 100 tot en met 199 werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2651;Bedrijvigheid;BHvest_200tm499wp;Grootteklasse 200-499 wp;Aantal vestigingen met 200 tot en met 499 werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2661;Bedrijvigheid;BHvest_500tm799wp;Grootteklasse 500-799 wp;Aantal vestigingen met 500 tot en met 799 werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2671;Bedrijvigheid;BHvest_800tm999wp;Grootteklasse 800-999 wp;Aantal vestigingen met 800 tot en met 999 werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2681;Bedrijvigheid;BHvest_1000tm4999wp;Grootteklasse 1000-4999 wp;Aantal vestigingen met 1.000 tot en met 4.999 werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2691;Bedrijvigheid;BHvest_5000pluswp;Grootteklasse 5000+ wp;Aantal vestigingen met 5.000 of meer werkzame personen voor minimaal 12 uur per week.;Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
2761;Bedrijvigheid;BHhorecaaanbod_r;Horeca-aanbod (rapportcijfer);Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van horeca in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende);Wonen in Amsterdam;nvt;1 keer in de twee jaar in de oneven jaren
